speaker_id,slide_id,question_id,problem_id,text
MZ,,,,Tak tak mikrofon też sprawdzę.
MZ,,,,"No Teams łapie jak chce, ale coś tutaj nam wychwytuję. Rozpocznij nagrywanie, później trzeba i tak uzdatnić tę transkrypcję trochę."
MZ,,,,"Minimalizuję, to na wszelki wypadek, jakby Teams."
MZ,,,,Przestał współpracować.
MZ,,,,To jest tak.
MZ,,,,"To jest po prostu 2 źródło, na wszelki wypadek tak, to gdzie ustawię, a trochę głupio by było stracić nagranie, a poza tym pana ten wnioski, które pan przedstawi."
MZ,,,,Teraz teraz Pana poproszę tutaj i proszę.
MZ,,,,"Tutaj przygotować ten komputer, bo pan będzie to obsługiwał."
MZ,,,,"Dobra mamy włączenie rejestracji, mamy Teamsa."
MZ,,,,"W tej technice think aloud protocol, ponieważ stosować będziemy 2 rodzaje materiałów."
MZ,,,,"Prezentacja, to jest testowa prezentacja. Za chwilę zobaczy Pan tę właściwą, no a to jest  tylko chciałam pokazać, że może pan tak przeglądać slajdy."
MZ,,,,"Później będzie mógł pan ustawić te slajdy w takiej kolejności, w której pan uzna za najbardziej użyteczny dla pana."
MZ_IT_06,,,,Tak.
MZ,,,,"Utworzyć kolejność i teraz tak wiem, że pan umie obsługiwać tego Power Pointa, ale pro forma jakby pan zmienił je tam, kolejność tutaj."
MZ,,,,"No cokolwiek przedstawił, dobra, czyli jedna rzecz przeglądanie, układanie w kolejności."
MZ,,,,"Jeśli pan uznał, że czegoś brakuje?"
MZ,,,,To może pan dodać jakiś slajd i zdecydować może pan.
MZ,,,,"Wtedy albo opisać, co pana zdaniem powinno tutaj się znajdować?"
MZ,,,,"Tak co by chciał pan umieścić tam, albo może pan wykorzystać to pole notatek tam na dole."
MZ,,,,"I tam opisać, jak będzie panu wygodniej."
MZ_IT_06,,,,Tak.
MZ,,,,"Jeszcze jedna rzecz, jeśli uzna pan, że któryś z tych materiałów, któryś z tych slajdów, jest całkowicie niepotrzebny, całkowicie niezrozumiały, taki, który nie widzi pan możliwości, jakby dało się go poprawić, to proszę, ten slajd przenieść tam na koniec za ten czarny slajd, czyli załóżmy, że kot, załóżmy, że kot jest niepotrzebny."
MZ_IT_06,,,,"To jest nie zgodziłbym się z tym, ale ale dobra. "
MZ,,,,"No ja też, bo to mój kot, ale czyli tak przeglądanie układanie w kolejności dodawanie, jeśli pan uzna, że czegoś brakuje, jeśli pan uzna, że coś jest zbędne, niepotrzebne nie da się tego poprawić w prosty sposób za czarny slajd."
MZ,,,,"To jest jeden rodzaj materiałów, 2 będą pytania."
MZ,,,,"I aktualne pytaniem będzie cały czas przed panem, ja będę czytać, no ale też będzie miał pan przed sobą tutaj kartkę, czyli pierwsze pytanie, ono jest troszkę złożone, bo będzie jedna mała karteczka i Jeszcze jest coś więcej."
MZ_IT_06,,,,Tak.
MZ,,,,Technika think aloud protocol.
MZ,,,,Słyszał pan kiedyś o tej technice?
MZ_IT_06,,,,"Yy chyba nie miałem okazji, ale myślę, że wiem z samej definicji. "
MZ,,,,"Właśnie, mówienie, co pan myśli, co pan czuje, co pan widzi, co się panu podoba? Co się panu nie podobało? Dlatego też ma pan picie do wyboru, które chce, żeby no to jest obciążające dla badanego technika, no bo trzeba mówić."
MZ,,,,"I tak ja odczytam panu taką formułkę, którą mamy tutaj, a propos tej techniki przygotowaną mamy, jak będzie miał pan jakieś pytania, to proszę pytać, będę wyjaśniać. Proszę sobie wyobrazić. Mamy taką sytuację. Korzysta Pan z aplikacji, która ułatwia odróżnianie grzybów jadalnych od niejadalnych i trujących."
MZ,,,,I podpowiedzi tej aplikacji są wynikiem przetwarzania przez sztuczną inteligencję zbioru danych o grzybach.
MZ,,,,"I zaraz zobaczy pan kilka wizualizacji infografik, które objaśniają sposób działania modelu sztucznej inteligencji."
MZ,,,,No i będę pana prosić o zinterpretowanie i ocenę użyteczności tych objaśnień z panem punktu widzenia.
MZ,,,,"I w trakcie odpowiadania proszę o głośne mówienie, co pan widzi, co pan myśli, czuje coś Pan podoba, coś panu nie podoba."
MZ,,,,Żeby było prościej.
MZ,,,,Puszczę pan przykład.
MZ,,,,Na spokojnie.
MZ,,,,"No, bo jeśli pan nie uczestniczył w takim badaniu, ani nie prowadził takiego badania, to na początek to może być troszkę nienaturalnie."
MZ,,,,Który odbył się w Warszawie i chciałabym zobaczyć sobie program i zarejestrować się.
MZ,,,,Więc w menu głównym?
MZ,,,,Klikam na program.
MZ,,,,Bloki programowe.
MZ,,,,Bloki programowe.
MZ,,,,"Blok literacki razem razem z miejscem, w którym, w którym się to odbywa."
MZ,,,,"Wygląda fajnie, szczerze mówiąc przejrzyście."
MZ,,,,"Zwłaszcza, że są miejsca, w których, w których to się odbywa, więc. "
MZ_IT_06,,,,"Mam opisywać precyzyjnie, na co się patrzę? Na co zwracam uwagę w tym momencie i że takie myśli na bieżąco opisuję? "
MZ,,,,"Wszystko to, co panu przyjdzie do głowy w trakcie, może pan troszkę odchodzić od tego pytania, stąd no będzie ta karteczka, żeby mógł sobie pan przypomnieć albo mnie dopytać, w ogóle jaki jest wątek."
MZ_IT_06,,,,"Takie powiedzmy wstawki, który pomogą zlokalizować moje położenie? "
MZ,,,,"Chodzi o slajd, jest pana slajdzie 3 i tak dalej to jest."
MZ,,,,"A później co się dzieje na tym znajdzie? I co pan sądzi o tym, co się dzieje?"
MZ_IT_06,,,,"Ale tak informacyjnie, wydaje mi się, że fajnie byłoby dodać."
MZ_IT_06,,,,No to to takie które śledzą oczy.
MZ_IT_06,,,,"I wtedy można by było od razu nagrywać, więc można oba, gdzie jestem wyświetla się ekran i przy okazji od razu w każdy ten punkcie, gdzie się patrzy i i wtedy precyzyjnie byłoby jakoś opisywał. No to wtedy od razu."
MZ_IT_06,,,,Tobi.
MZ,,,,"Mieliśmy w planach Tobi Nano, no tutaj zamontować do laptopa, natomiast no troszkę procedura przetargowa trwa i tego Tobie jeszcze nie ma, ale mam nadzieję, że w przyszłości właśnie."
MZ_IT_06,,,,Przydatne naprawdę na takie oczy. Wydaje się. 
MZ,,,,Tak w ogóle się tego tego nie odczuwa. No także to.
MZ,,,,Także super. No zgadł Pan jaki miałyśmy plan.
MZ,,,,Jest jak mamy na razie.
MZ,,,,Dobra wrócimy do prezentacji. 
MZ_IT_06,,,,"Oki, oki. "
MZ,,,,"Teraz,  tak."
MZ,,,,"I przypominam, że nie testujemy pana kompetencji."
MZ,,,,Nie wiem? Oczywiście.
MZ,,,,"No ma pan pewne konsekwencje, ale nie robimy testów tych kompetencji i tak dalej i chodzi o to pana zdani po prostu jak to jak to wygląda?"
MZ,,,,"Chodzi nam o testowanie użyteczności tych wyjaśnień, które przygotowali nasi koledzy z zakładu technologii gier no i zależy nam na możliwie szczerych odpowiedziach. Co pan rozumie, co pan nie rozumie? Co się panu podoba? Co się panu nie podoba tego typu rzeczy."
MZ,,,,"Dobra czy jakieś pytanie jeszcze nie, dobra?"
MZ,__S00__,,,To proszę wyłączyć nam tutaj tę prezentację.
MZ,,,,"I tam jest 2 prezentacja u góry, nie."
MZ,,,,"Jakbym mógł Pan włączyć, to jest to właściwe, ok. Pierwsze pytanie."
MZ,,,,To jest to złożone.
MZ,,,,"Pierwsze pytanie brzmi tak, proszę zapoznać się z listą pytań, zaraz panu dam listę pytań."
MZ,,,,"Na podstawie przygotowanych materiałów, czyli tutaj tej prezentacji, czy jest pan w stanie udzielić odpowiedzi, na któreś pytania z listy, którą teraz pan dostanie. Jeśli tak, to na które pytania.  Jak brzmi odpowiedź?"
MZ_IT_06,,,,To jest.
MZ_IT_06,,,,"Materiał, czyli rozumiem, że poprze…? "
MZ,,,,"Może Pan też kreślić po tym, tam ma pan długopis."
MZ_IT_06,,,,"O K, czyli rozumiem, że mogę na przykład po kolei albo jakoś w trakcie."
MZ,,,,Pan decyduje o wszystkim.
MZ_IT_06,,,,"To nie to nie analizuję tego równolegle pytania, chyba że chyba że nie jest, nie będę w stanie."
MZ_IT_06,,,,"Jeżeli wszystkich slajdów, to nie wiem."
MZ_IT_06,__S1__,,,I wezmą teraz te pierwsze slajdy też tutaj analizować jakoś tak.
MZ,,,,"Jeśli coś pan czyta, to byłoby miło na głosu."
