speaker_id,slide_id,question_id,problem_id,text
DR,,,,Bardzo dużo zabawy zrobieniem transkrypcji są jego inne.
DR,,,,O K.
DR,,,,Mówiony Polski.
DR,,,," Dobra zminimalizuje tutaj okno, żeby ona nam nie przeszkadzało."
DR,,,, Nagrywanie w telefonie.
DR,,,," Parlament w środę wzorowało w tym biegu, ale tak jak już mówiłam, tego nie będzie w ogóle widać dokładnie."
DR,,,," Położę tutaj. Mam nadzieję, że nie będzie pani przeszkadzało ani rozpraszało."
DR,,,," I teraz tak jak będzie wyglądało nasze badanie za chwilkę, Pani pokażę taką prezentację testową. Może ją pani w zasadzie uruchomić. Ona znajduje się na tym monitorze po lewej stronie na środku XAI test."
DR,,,," Dokładnie tak nasza prezentacja w trakcie badań jest mniej więcej podobnie skonstruowana. Oczywiście ma inną zawartość, ale proszę zwrócić uwagę na 2 rzeczy na pewny slajd, który znajduje się na końcu slajdów oraz na widok notatek. Będzie pani miała możliwość uzupełnienia tego widoku notatek i będzie pani miała możliwość przeniesienia zbędnych slajdów i też zbędnych treści za ten slajd, który jest czarny. Zakładam, że zna Pani zasady działania powerpointa, więc dla pewnej formalności poproszę o przeniesienie dowolnego slajdu za czarny slajd, który Pani zdaniem jest super."
DR,,,, Super
DR_SSH_07,,,," Nie wiem, głupio mi, że akurat tego pieska, ale wzięłam pierwszy, lepszy."
DR,,,,"Jasne. Będzie pani miała okazję się wyżyć na tej prezentacji, która, która jest przygotowana na potrzeby badań. Dobrze poproszę w takim razie o zamknięcie prezentacji testowej."
DR,,,, Bez zapisywania zmian. Oczywiście.
DR,,,," I na tym monitorze mamy jeszcze 2 inne rzeczy mamy załóżmy w ogóle taką sytuację. Dlaczego my tutaj jesteśmy? Mamy pewną aplikację, która ma ułatwiać odróżnienie grzybów jadalnych od niejadalnych i chodzi o to, że podpowiedzi tej aplikacji są wynikiem działania sztucznej inteligencji."
DR,,,," I zaraz pani zobaczy kilka wizualizacji na tej właściwej prezentacji, która jest przygotowana na potrzeby badań za chwilkę ją sobie uruchomimy."
DR,,,," Będę panią prosić o zinterpretowanie i oceny użyteczności tych objaśnień i w trakcie odpowiadania będę panią prosiła o to, żeby pani głośno dzieliła się tym, co widzi, co robi, co myśli i tak dalej i tak dalej. Co się pani podoba i co się pani nie podoba i żeby zobrazować jak wygląda taki przykładowy  jak wygląda taka przykładowa werbalizacja. W trakcie takiego badania może pani to zobaczyć uruchamiając plik po prawej stronie. Czyli tam gdzie mamy simple."
DR,,,, Może pani sobie.
DR,,,, O właśnie
DR,,,, Najechałam na program. Rozwija mi się
DR,,,, Mam bloki programowe.
DR_SSH_07,,,, I ja będę tak miałam być 
DR,,,,tak coś takiego. 
DR,,,,Dokładnie już się jakby zaczęła. 
DR_SSH_07,,,,Klikam.
DR,,,," Mam bloki programowe, blok literacki razem z miejscem w, którym się to odbywa. Yyy wygląda fajnie, szczerze mówiąc. Przejrzyście. Zwłaszcza, że są miejsca, w kutych się to odbywa więc wydaje mi się że jest to bardzo przydatna informacja."
DR,,,, Czyli po prostu mówię co robię.
DR,,,,Przerzuciłam je gdzie indziej. Nie podoba mi się to bo nie wiem czy nadal jestem na tej samej stronie czy nie bo jest w innych kolorach zupełnie. No ale generalnie są atrakcje (?) po kliknięciu w konkretny blok.
DR,,,, Wracam.
DR,,,, I mam jeszcze coś takiego jak tabela programowa.
DR,,,, Tutaj wyświetla się plik w pdfie.
DR,,,, Wygląda na skomplikowany. Ale średnio czytelny ale ale nie jestem w stanie tego dokładnie ocenić.
DR,,,, Ale średnio czytelny ale ale nie jestem w stanie tego dokładnie ocenić.
DR,,,, Wracam z powrotem i próbuję się zarejestrować. Klikam w rejestracje.
DR,,,," I wyświetla mi się, że połączenie jest niezaufane. Klikam że rozumiem zagrożenia. Dodaj wyjątek. I przechodzę w rejestrację. Rejestracja jest już zamknięta. To dosyć logiczne skoro to było rok temu. Można to zrobić chyba prywatnie z tego co widzę. No szkoda."
DR,,,, Super dokładnie tak  to będzie wyglądało. Może pani ten plik całkiem zamknąć.
DR,,,," I uruchomić prezentację po lewej stronie, która jest naszą prezentacją przygotowaną na potrzeby badania."
DR,,,," I teraz tak nasze badanie będzie składało się jakby z takich 3 bloków. Pierwszy blok to jest zestaw pytań, których otrzyma. Tych pytań troszkę będzie."
DR,,,," I cały czas będzie Pani miała te pytania przed oczami tutaj również położę to co na ten etap, na którym jesteśmy teraz będę prosiła o to, żeby Pani zapoznała się z listą pytań, która znajduje się tutaj. Może pani to zrobić teraz. Może to pani zrobić później już w trakcie prezentacji. Ja tutaj też będę panią nawigować, tak, żebyś się pani nie zgubiła."
DR,,,, No i czy na podstawie przygotowanych materiałów jest pani w stanie udzielić odpowiedzi na któreś z tych pytań?
DR,,,, Jeśli tak to na które pytania i jak jak będzie brzmiała odpowiedź. Po zakończeniu prezentacji.
DR,,,, I tych pytań na prezentacji będę miała dla Pani przygotowaną jeszcze dodatkową ankietę i.
DR,,,, W zasadzie tyle czy ma pani jakieś pytania do badania?
DR_SSH_07,,,,"Czyli że tutaj będę miała informację, a tutaj pytania "
DR,,,,"Tak to będą pytania dokładnie tak dokładnie tak, czy możemy zacząć w takim razie?"
DR_SSH_07,,,, Ja mam problemy z koncentracją.
DR,,,,Spokojnie.
DR_SSH_07,,,, I to są to jest ten slajd? 
DR,__S00__,,,"Tutaj jest prezentacja, tutaj mamy listę pytań i teraz moje pytanie brzmi czy chce pani się zapoznać teraz tą listą? Czy na bieżąco, jak będą wyświetlane slajdy, będę panią dopytywać jak pani woli?"
DR_SSH_07,,,,Mi to zresztą obojętnie
DR,,,, To zależy od pani. Chodzi o pani pani dobrostan.
DR_SSH_07,,,,Szybko sobie rzucę okiem.
DR,,,," Jasne, bardzo proszę."
DR_SSH_07,,,, Zaraz się okaże że nic nie wiem
DR,,,,"Spokojnie, tak jak powiedziałam, nie testujemy absolutnie pani kompetencji. Chodzi tutaj o ocenę użyteczności rozwiązań. Także absolutnie proszę się tutaj niczego nie obawiać. Dobra, to myślę, że zaczynamy na razie tutaj, żeby nie robić pani zamieszania z tymi pytaniami zasłonię kartką. Tą kartką spokojnie może pani sobie odsłaniać kolejne rzeczy. Ja mam dokładnie ten sam zestaw, także jesteśmy w tym samym miejscu."
DR,,,," OK co Pani robi? Mamy otwartą prezentację już tą właściwą i gdyby Pani się dzieliła tym, co pani robi na głos, będę wdzięczna. "
DR_SSH_07,__S1__,,,No to teraz sobie przeczytam co jest napisane na slajdzie. Czy powinnam przeczytać na głos 
DR,,,,Niekoniecznie 
DR_SSH_07,,,,OK to przeczytam sobie w myślach. 
DR_SSH_07,,,,"A dobra, czyli pierwszy slajd."
DR_SSH_07,__S2__,,,Przechodzę do 2 slajdu i też sobie przeczytam w myślach.
DR_SSH_07,__S3__,,,"Przechodzę sobie do trzeciego slajdu, bo nie nie klikam tego linku. Tak? "
DR,,,,To zależy od pani.
DR_SSH_07,,,, A to sobie kliknę.
DR,,,," Aha, to poprosiłabym może o skopiowanie."
DR,,,," A i otworzyć może Pani sobie otworzyć tutaj, tylko poprosiłabym otwarcie nowej karty."
DR_SSH_07,,,, I wchodzę w link.
DR_SSH_07,,,," Dobra, zamykam wyszukiwarkę i przechodzę do slajdu 3."
DR_SSH_07,,,, Czy to zdanie: są to wyłącznie grzyby kapeluszowe mające trzon i hymon blaszkowy odnosi się tylko do tych grzybów?
DR_SSH_07,,,, Znaczy do tego ostatniego zdania?
DR_SSH_07,,,, Czy ogólnie o mowa o tych wszystkich grzybach tutaj.
DR_SSH_07,,,, Jadalnych i niejadalnych lub trujących 
DR,,,,"Jak pani zrozumiała? Rozumiem, jak pani może zinterpretować pytania."
DR_SSH_07,,,, Znaczy zdanie rozumiem tak no że mowa o grzybach na zasadzie.
DR_SSH_07,,,,"Mających trzon i hymenę blaszkową, tylko chodzi mi o to, czy to zdanie"
DR_SSH_07,,,, Odnosi się tylko do tych grzybów o nieznanej jadalności.
DR_SSH_07,,,, Które zostały zaliczone do niejadalnych lub trujących.
DR_SSH_07,,,, Czy ogólnie do całego zbioru tanu.
DR,,,,"No właśnie, ja tutaj nie mogę ingerować. "
DR_SSH_07,,,,Rozumiem.
DR_SSH_07,,,," No dobra, może to nie jest najważniejsze."
DR_SSH_07,__S4__,,,"Przechodzę do 4 slajdu i tu będzie pytanie, tak?"
DR,,__Q1__,," Przedstaw, jak rozumiesz rozkład cech dotyczących sposobu przyrastania blaszek."
DR_SSH_07,,,,"Patrzę na wykresy. Skupiam się głównie na wykresie sposób przyrastania blaszek do trzonu i wykresie gęstość blaszek, ale w sumie to tutaj chodzi tylko o sposób przyrastania."
DR_SSH_07,,,," A no to jeśli chodzi o cechy, no to mamy tutaj przyrośnięte, zbiegające, wykrojone, rurki, wolne, faliste, brak i brak danych."
DR,,,,I jak pani rozumie ten rozkład cech?
DR_SSH_07,,,," Nie mam pojęcia, co to znaczy zbiegające, wykrojone,"
DR_SSH_07,,,, Wolne.
DR_SSH_07,,,," Falista no to podejrzewam, że blaszki mają kształt fali i prawdopodobnie układają się równolegle."
DR_SSH_07,,,," Brak no to prawdopodobnie chodzi o to, że"
DR_SSH_07,,,," Blaszki nie przyrastają do trzonu lub ich nie ma, nie ma, nie ma blaszek."
DR_SSH_07,,,, Rurki to...
DR_SSH_07,,,," Wyobrażam to sobie tak, że grzyb ma po prostu od spodu dużo rurek i one przylegają do siebie. No i jakby prezentuje się to jak taka powierzchnia, która jest podziurkowana."
DR_SSH_07,,,, I przyrośnięte
DR_SSH_07,,,, No to
DR_SSH_07,,,," Że jeden ich jeden koniec tej blaszki jakby, żeby to wyobrazić, że one idą od trzonu na zewnątrz kapelusza. No to podejrzewam, że przyrośnięte będą wtedy, gdy ten jeden kraniec"
DR_SSH_07,,,, Tej blaszki będzie przyrośnięty bezpośrednio do kapelusza.
DR,,,, Co pani chce zrobić teraz?
DR_SSH_07,__S5__,,,No i teraz chyba przeszłabym do kolejnego slajdu. 
DR,,,,Bardzo proszę tutaj też będą pytania.
DR,,__Q2__,, Przedstaw jak rozumiesz rozkład cech dotyczących typu siedliska.
DR_SSH_07,,,," Okej, no to patrzę sobie na wykres pod tytułem siedlisko."
DR_SSH_07,,,," I mamy tutaj lasy, trawa, liście, łąki, wrzosowiska, ścieżki, odpady, miejskie."
DR_SSH_07,,,," A no to jeśli chodzi o lasy no to podejrzewam że chodzi o lasy iglaste, liściaste i mieszane."
DR_SSH_07,,,," Trawa no to jakieś grzyby, które rosną."
DR_SSH_07,,,, Nie nie przyrastają do żadnych na przykład drzew.
DR_SSH_07,,,," Znaczy po prostu rosną w trawie. Tak nie nie gdzieś w krzakach, pod korami drzew i tak dalej tylko tak po prostu w trawie."
DR_SSH_07,,,," A liście to podejrzewam, że chodzi o takie"
DR_SSH_07,,,, suche albo wilgotne liście też przy gruncie.
DR_SSH_07,,,," Łąki to prawdopodobnie, to znaczy myślę, że raczej na pewno chodzi o jakieś takie."
DR_SSH_07,,,," Obszary, gdzie nie rosną drzewa raczej no jak już to prawdopodobnie jakieś niskie krzewy, ale."
DR_SSH_07,,,, Głównie to jakiś taki obszar
DR_SSH_07,,,, Porastający głównie jakimiś.
DR_SSH_07,,,, rosnącymi roślinami że tak powiem
DR_SSH_07,,,, A i trawą.
DR_SSH_07,,,, I jest tam dużo przestrzeni.
DR_SSH_07,,,," Też łąki kojarzą się z tym, że są"
DR_SSH_07,,,," Bezpośrednio na słońcu bardzo oświetlone w przypadku lasów no to to, by pewnie były bardziej takie zacienione obszary."
DR_SSH_07,,,, Wrzosowiska.
DR_SSH_07,,,, To.
DR_SSH_07,,,," Przyznam szczerze, że nie wiem, czy kiedyś byłam na wrzosowisku, ale podejrzewam, że porastają wrzosy wrzosowiska"
DR_SSH_07,,,, Ścieżki. No to prawdopodobnie to grzyby rosną właśnie gdzieś przy drogach.
DR_SSH_07,,,, Takich wydeptanych.
