speaker_id,slide_id,question_id,problem_id,text
MZ,,,,"Sprawdźmy, czy nas nagrywa."
MZ,,,,No coś tam jest.
MZ,,,,Dobra.
MZ,,,,Rozpocznij nagranie.
MZ,,,,"O K nagrywa nam się audio, to zminimalizuje."
MZ,,,,Żeby nam nie przeszkadzało.
MZ,,,,Jeszcze jest dyktafon i proszę sobie przygotować stanowisko.
MZ,,,,Zaczynamy.
MZ,,,,W technice think aloud protocol będziemy stosować 2 rodzaje materiałów.
MZ,,,,Będzie prezentacja.
MZ,,,,"Z którą będzie mogła pani wykonywać pewne rzeczy, czyli na przykład dodawać slajdy, zmieniać kolejność, ominąć, przesuwać pewne slajdy, które uzna pani za niepotrzebne, niezrozumiałe, takie, które nie jest pani w stanie sobie wyobrazić, w jaki sposób można byłoby je łatwo przekształcić, aby były dla pani użyteczne, za ten czarny slajd. To nie jest."
MZ,,,,"Ta gotowa prezentacja, to jest testowa. Pani na pewno Pani potrafi obsługiwać Power Pointa, ale pro forma, jakby mogła pani nam zmienić jakąś kolejność tutaj tych slajdów?"
MZ,,,,Dobra.
MZ,,,,"Na dole ma pani pole notatek. Może pani tam też wprowadzać jakieś uwagi, jeśli będzie chciała pani coś zapisać, zapisać jakiś komentarz."
MZ,,,,"Załóżmy, że czegoś tutaj brakuje, pani zdaniem, proszę dodać jakiś slajd."
MZ,,,,Dobra.
MZ,,,,"Jakby go mogła Pani przenieść powyżej tego czarnego, bo za czarne będziemy przenosić to, co jest niepotrzebne."
MZ,,,,"Jeśli czegoś będzie brakowało, to właśnie poproszę o dodanie slajdu i opisanie albo na slajdzie w polu tekstowym, co pani chciałaby tu umieścić albo w polu notatek może być."
MZ,,,,"Jeszcze jedna rzecz, co może pani tutaj robić, jeśli uzna pani właśnie, że coś jest całkowicie niepotrzebne, załóżmy ten kot tam zwinięty, to proszę go przenieść za czarny slajd."
MZ,,,,"Dobra, czyli to jest taka testowa prezentacja, za chwilę będzie ta właściwa. To jest jeden rodzaj materiałów. Czyli może pani przeglądać slajdy, sortować w kolejności, w której uzna za dla siebie najbardziej użyteczną, może pani dodawać slajdy, dodawać notatki, a to, co jest całkowicie pani zdaniem nieprzydatne, za czarny slajd."
MZ,,,,2 rzecz to będą pytania.
MZ,,,,"Ja mam listę pytań, ale też aktualne pytanie będzie przed panią cały czas."
MZ,,,,Dobrze tu sobie to dam.
MZ,,,,"I tak, wrócimy sobie tutaj."
MZ,,,,"Opis techniki odczytam z kartki, żeby to było po prostu, no tak jak przygotowaliśmy z koleżankami i kolegami."
MZ,,,,Proszę sobie wyobrazić.
MZ,,,,"Korzysta Pani z aplikacji, która ułatwia odróżnianie grzybów jadalnych od niejadalnych lub trujących."
MZ,,,,I odpowiedzi tej aplikacji są wynikiem przetwarzania przez sztuczną inteligencję zbioru danych o grzybach.
MZ,,,,"Zaraz zobaczy pani kilka wizualizacji, kilka infografik, które objaśniają sposób działania tego modelu."
