speaker_id,slide_id,question_id,problem_id,text
PK,__S00__,,," Czy potwierdza pani, że wyraziła zgodę na rozpoczęcie nagrania audiowizualnego naszego spotkania?"
PK_DE_10,,,,Tak.
PK,,,," Czy potwierdza pani, że przed chwilą sposób zrozumiały przedstawiłam zasady prowadzenia badania i technikę badawczą?"
PK_DE_10,,,,Tak.
PK,,,," Fantastycznie, w takim razie przechodzimy do meritum. Ja udostępniam ekran i w każdej chwili, jeżeli pani uzna, że to jest mało czytelne i wolałaby pani dostać ode mnie prezentację mailem, wysyłam i zmieniamy formułę, to znaczy pani sobie wyświetla ten plik u siebie na ekranie. Ale próbujemy najpierw tak."
PK_DE_10,,,,Mhm.
PK,,,, Już otwieram wizualizację.
PK_DE_10,,,,"Otworzyć te pytania, czy nie?"
PK,,,," Proszę, pytania można otworzyć, tak. Prezentacja jest otwarta, teraz udostępnię ekran. I proszę zobaczyć, jak to wygląda, czy to naprawdę będzie wygodne, czy niewygodne? W tej chwili już powinna pani widzieć pierwszy slajd."
PK_DE_10,,,,"No tak, wszystko jest na razie czytelne."
PK,,,," No to wspaniale, zaczynamy. Proszę łaskawie zapoznać się z treścią slajdu, jeśli będą jakiekolwiek spontaniczne komentarze, proszę je przedstawić."
PK_DE_10,__S1__,,,"Ciekawe, ciekawe."
PK,,,, Przechodzimy do kolejnego slajdu.
PK_DE_10,__S2__,,,"Tak. Zobaczymy, co dalej?"
PK,,,," Kolejny. Jakieś pytania, komentarze?"
PK_DE_10,__S3__,,,"No, nie, mamy 173 blaszkowce jadalne, niejadalne albo nie wiadomo jakie i wtedy niejadalne. No dobrze, dobrze."
PK,,,," Przechodzimy do slajdu 4, do którego są już pytania."
PK_DE_10,__S4__,,,"Dobrze. Rozumiem, że na iksach mamy… yy… ilość osobników?"
PK,,,," Niestety nie mogę podpowiadać. Znaczy nie, nie mogę udzielać odpowiedzi na takie pytania. Jeżeli pani uważa, że jakiejś danej brakuje na wykresie i to wzbudza w pani konkretną reakcję, jakiś odzew emocjonalny czy poznawczy, bardzo proszę o tym powiedzieć."
PK_DE_10,__S4__,,,"Aha, ok, dobrze, dobrze, tak. Brak jednostki na osi iksów, nie jest napisane, czym ona jest. Oto jest mój komentarz, dobra?"
PK,,,, W porządku i mamy pytanie do tego slajdu 4.
PK_DE_10,__S4__,__Q1__,,"Ok. Jak rozumiesz rozkład cech dotyczących sposobu przyrastania blaszek. Gdzie są blaszki? Sposób przyrastania blaszek: przyrośnięte, zbiegające, wykrojone, rurki. Rurki? Jak miały być same blaszkowe? Wolne, faliste, brak, brak danych. No tak, no więc zakładając, że jest to ilość, po prostu ilość danych na temat ilości jakichś osobników, to, no, pokazuje to po prostu, których mamy… jakiego rodzaju mamy najwięcej. Najwięcej mamy przyrośniętych, tak, i kolejno tam następne, plus brak danych, czyli zapewne gdzieś nieopisane w bazie danych."
PK,,,," Jasne, przechodzimy do 5 slajdu w takim razie. Proszę też spojrzeć ogólnie na wszystkie te wykresy i skoncentrować się ewentualnie na tym, którego dotyczy pytanie do tego slajdu."
PK_DE_10,__S5__,__Q2__,,"Dobra, rozkład cech jeden. Przedstaw, jak rozumiesz rozkład cech dotyczących typu siedliska. No, tak samo, wykres ten pokazuje, że, no, największa ilość tych owocników będzie występowała w lesie."
PK,,,," Świetnie, przechodzimy dalej."
PK_DE_10,,,,"No tak, tak."
PK,,,," Teraz slajd 6, statystyki opisowe charakteryzujące ten dataset. I do niego mamy pytanie."
PK_DE_10,__S6__,__Q3__,,"Jesteśmy w 6, dobra, dobra. Dlaczego w zbiorze brakuje niektórych danych i z czego to wynika? Czego tu brakuje? Mamy podane takie główne cechy grzybów. A czego nie mamy? Siedlisko, wysokość trzonu. Z czego to może wynikać? Albo tych danych nie ma po prostu w bazie danych i co było tutaj? No albo było ich znikomo, mało po prostu. Albo może są to cechy, które na akurat… dla… do tej wizualizacji na przykład nie miały znaczenia."
PK,,,," Wyraża pani dwie hipotezy, dobrze, zanotowaliśmy."
PK_DE_10,__S6__,,,"Nie, nie, nie wiem, nie jestem w stanie tego określić, dlaczego akurat takich danych nie ma?"
PK,,,," W takim razie, jeśli pani pozwoli, przechodzimy do slajdu 7. I to jest ten rój pszczół."
PK_DE_10,__S7__,,,"A, i to jest rój pszczół i to w ankiecie było. To jest po prostu typ wykresu zapewne."
PK,,,, Tak.
PK_DE_10,__S7__,,,"Wpływ. Jadalne…, niejadalne w prawo… trujący, w lewo jadalny. Slajd 7. No tak, tutaj jest czytelne, dlatego w pierwszej części pytania to jest, no, wyraźnie pokazane, że mamy wysokość trzonu, średnicę kapelusza i szerokość trzonu. I mamy ten rozkład zwizualizowany. Na lewo, na prawo. I one sugerują, że jest trujący w prawo, jadalny w lewo. Określ punkty po prawej… punkty po lewej. No dobrze, to teraz muszę tu trochę popatrzeć. Wysoka wartość cechy. Aha, niska wartość cechy."
PK,,,, Czyta pani legendę w tej chwili?
PK_DE_10,__S7__,,,"Tak, tak, czytam legendę, patrzę, co się dzieje dokładnie na tym wykresie jeszcze. Albo jest, albo nie ma. No, ok, dobrze, no to tutaj widać, że mamy 3 główne cechy, po których jest określane, czy grzyb jest trujący, czy grzyb jest jadalny. I teraz tak: mamy wysokość trzonu w centymetrach, co by pokazywało, że im wyższy, tak, im wyższy trzon, tym większa szansa, że zostanie określony jako w prawo – trujący. Potem mamy średnicę kapelusza, czyli im większa średnica kapelusza, tym większa szansa, że on będzie z kolei jadalny. I szerokość trzonu, który na przykład jeśli jest duży, to może być albo jadalny, albo niejadalny, natomiast jeżeli trzon będzie wyraźnie wąski, to raczej będzie nam to wskazywało na grzyba trującego. Tak to odczytuję."
PK,,,," Fantastycznie, proszę powiedzieć, czy to się zgadza z pani sposobem rozpoznawania grzybów i z pani wiedzą mykologiczną?"
PK_DE_10,__S7__,,,"Aaa, to ciekawe pytanie."
PK,,,, Czy takie cechy pani uwzględnia?
PK_DE_10,__S7__,,,"Wysokość trzonu… znaczy, na pewno są to cechy, no, które się uwzględnia przy oznaczaniu gatunku, no, natomiast nie są to jedyne cechy, które się uwzględnia, bo jeżeli się wszystkiego po kolei nie przepatrzy, to można się pomylić, więc, no, na pewno nie jestem w stanie określić grzyba po samych tych trzech, a już na pewno nie jestem w stanie określić tego, czy jest on jadalny, czy on jest niejadalny. I teraz tak: jeżeli sobie sztuczna inteligencja jest w stanie korzystać z bardzo dużej bazy danych, no to ona może statystycznie poskładać to i wyciągnąć jakieś wnioski, natomiast nigdy się nad tym nie zastanawiałam, czy większość grzybów trujących będzie miała cienkie trzony, czy nie. Ja mogę sobie to rozpatrzeć na podstawie takich jakichś, no, konkretnych gatunków na przykład."
PK,,,," Mhm. Mhm, rozumiem."
PK_DE_10,__S7__,,,"Duże kapelusze. Nie, nie jestem w stanie zebrać sobie tego wszystkiego, żeby to uogólnić."
PK,,,," Jasne, oczywiście, przechodzimy do ósemki."
PK_DE_10,,,,"Tak, możemy."
PK,,,, Ósemka to wodospad i do wodospadu też są pytania.
PK_DE_10,__S8__,,,"Dobra, co my tu mamy? Analiza wpływu cech? Aha, czyli dalej, czyli to samo na innym wykresie tak naprawdę. Średni wynik modelu."
PK,,,," A jak pani się czuje, studiując ten slajd, jakie towarzyszą odczucia pani?"
PK_DE_10,__S8__,,,"No, usiłuję najpierw dobrze zobaczyć, co w ogóle jest na tym... na tym wykresie. Nie do końca rozumiem tutaj te... no jakieś wyniki tych funkcji, tak jak te fx, że jest średni wynik modelu? Przewidywanie dla obserwacji, nie bardzo wiem, z czym to się je."
PK,,,, Czyli te objaśnienia są niewystarczające?
PK_DE_10,__S8__,,,"Wartość bazowa, średnią predykcję modelu dla wszystkich obserwacji... Szarfy, no, szarfy, tak, szarfy, okej, to jest czytelne: fx to jest dla konkretnego badanego owocnika, a Efx to jest średnia dla wszystkich obserwacji. Wszystkich obserwacji. No dobra. Dobra, dobra, czytam pytanie. To jest slajd 8, tak?"
PK,,,," Mhm, ósmy."
PK_DE_10,__S8__,__Q6__,,"Jest dodatni. Predykcja. Predykcja – dawno nie słyszałam tego słowa. Dlaczego te cechy są istotne? No tak, tutaj wyraźnie widać, że, no, mamy wysokość trzonu. To będzie dodatnia średnica kapelusza, dodatnia, i szerokość ujemna. Dlaczego te cechy są istotne? Są chyba to trzy główne cechy po prostu, które w pierwszej kolejności jak gdyby bierzemy uwagę, oznaczając gatunek. No i tak jak wcześniej było na tym roju pszczół i tak dalej, no właśnie, że one są znaczące w tym kontekście określania jako trujący czy jadalny czy tam niejadalny. "
PK_DE_10,,__Q7__,,"Czy jestem w stanie stwierdzić, dlaczego wykres zaczyna się od bazowej wartości i w jaki sposób ta wartość wpływa na interpretację pozostałych elementów wykresu. Zaczyna się od bazowej wartości, czyli od średniej, wychodzimy od średniej. I pokazana jest różnica. Od średniej. No bo tak, pokazujemy przez to, że wychodzimy od tej wartości bazowej, która nie jest jakąś tam zerową, tak, nie pokazujemy całej tej wartości, tylko różnicę, powiedzmy, pomiędzy średnią a tym konkretnym badaniem dla konkretnego owocnika. Myślę, że to po prostu pokazuje jak gdyby… że to nie zaciemnia obrazu, że że nie musimy porównywać, pokazywać dwóch wykresów dla dla kilku owocników na przykład, tak, tylko możemy w ten sposób pokazać samą różnicę, już ja sam wynik, powiedzmy, dla konkretnego gatunku. Jakoś tak to rozumiem."
PK,,,," Jasne, jasne, czy tam jeszcze są jakieś pytania do tej ósemki?"
PK_DE_10,__S8__,__Q8__,,"Tak, tak, tak, tak. Czy jesteś w stanie wyjaśnić, w jaki sposób ostateczna wartość na końcu przedstawionego wykresu odzwierciedla predykcję modelu dla tej określonej obserwacji? Czy tego oczekiwałeś? To tak: nawiązując chyba trochę do tego poprzedniego pytania, że mamy średnią i mamy wartość ostateczną, dzięki temu mamy takie porównanie dla tego konkretnego gatunku, jakąś tam średnią z czegoś, nie, nie z gatunku, pewnie z jednego gatunku, tylko różnych owocników. Tak by wynikało z tego. Dobra, i jeszcze tak: "
PK_DE_10,,__Q9__,,"czy te cechy, które według wykresu najsilniej wpływają na predykcję, odpowiadają wiedzy o grzybach. Ha, no i właśnie to jest to samo pytanie, o co pani pytała wcześniej. Czy to, co podpowiada model AI w świetle własnej wiedzy i doświadczenia, czy można to ocenić? Myślę, że tak, myślę, że to są po prostu takie trzy główne cechy, po których, no, na samym początku próbujemy rozpoznać grzyba, no to patrzymy, czy on jest duży, czy on jest mały, czy on ma gruby trzon, czy chudy, tak, czy jest wysoki, czy jest niski. I to jest taka pierwsza rzecz, na którą zwracamy uwagę. No, ja na podstawie swoich doświadczeń nie jestem w stanie powiedzieć, czy to są cechy, które będą... czy one mi pomogą zakwalifikować grzyba na zasadzie: czy on jest trujący, czy jadalny, bo ja tego też nie robię w taki sposób, bo takiej wiedzy nie mam, więc ja muszę oznaczyć gatunek, okej, najpierw patrzę na tą wysokość, szerokość trzonu, średnicę kapelusza. Potem oczywiście patrzę na całą masę innych jeszcze różnych cech charakterystycznych, porównuję je, szukam w atlasach czy w kluczach. No i ostateczne określenie, czy jest jadalny czy nie, to nie robię tego sama, tylko bazuję już na czyjejś wiedzy, wiedząc, jaki to jest gatunek."
PK,,,," Rozumiem, bardzo jasna odpowiedź, czy przechodzimy do slajdu 9?"
PK_DE_10,__S9__,,,"Tak, to już chyba wykorzystałyśmy pytania. Grzybów… zmniejszające… zwiększające prawdopodobieństwo predykcji jadalne/niejadalne. O, mamy więcej danych. Dobra. Slajd 9: "
