speaker_id,slide_id,question_id,problem_id,text
DR,,,,Dobrze.
DR,,,,I teraz tak ja sobie tutaj obok pani usiądę.
DR,,,,"Będę również prowadzić notatki oraz swoje obserwacje, tak więc proszę tutaj nie być zdziwioną, że coś się z mojej strony dzieje. Natomiast postaram się pani nie przeszkadzać, czyli sugerować pani odpowiedzi tak dalej i tak dalej i będziemy podążać"
DR,,,,Więc sobie po kolei przez
DR,,,,"Pytania, które dla pani są też przygotowane."
DR,,,,I teraz tak tutaj jest pani
DR,,,,Zestaw
DR,,,,"Pytań, które są do prezentacji, ale do tego przejdziemy za momencik, natomiast"
DR,,,,"Chciałabym, żeby"
DR,,,,Myśmy
DR,,,,Żebyśmy zrobiły taki
DR,,,,Taki
DR,,,,"Test, żeby Pani po prostu zobaczyła, jak to jak to wygląda."
DR,,,,"I teraz tak tutaj na monitorze została uruchomiona prezentacja testowa. Jak pani może zauważyć, może pani sobie powiększyć, jeżeli jest taka potrzeba"
DR,,,,"Mhm, mamy tutaj ileś slajdów, poniżej mamy widok notatek i"
DR,,,,"Mamy taki Czarny slajd, który służy do tego, że w tej właściwej prezentacji, jeżeli na przykład coś będzie zbędne, coś będzie nie tak jak trzeba, może pani poszczególne slajdy przesunąć za ten Czarny slajd. Może pani również korzystać z tego widoku notatek, tak naprawdę umieszczać swoje uwagi, swoje informacje, znaczy tak, to jest to jest to, co jest na dole, tam gdzie mamy przykład i w tej właściwej prezentacji również pani będzie mogła."
DR,,,,Dodać jakieś swoje uwagi i zastrzeżenia tutaj. Tak tak.
DR,,,,"Bardzo proszę, żeby teraz zupełnie testowo, bez żadnego stresu, żeby pani na przykład przesunęła któryś slajd, który pani zdaniem w tej prezentacji testowej nie pasuje do całej prezentacji i umieściła go za czarnym slajdem"
DR,,,,Świetnie? Bardzo dziękuję.
DR,,,,"W takim razie prezentację testową mamy już zaprezentowaną. Dokładnie tak samo będzie to działało w tym teście właściwym, zamknę prezentację, bo ona już nam nie będzie potrzebna."
