speaker_id,slide_id,question_id,problem_id,text
MW,,,,"Jest godzina 14.02. Rozpoczynamy badanie z udziałem użytkowniczki, która uprzednio wyraziła stosowne zgody na nagrywanie naszej sesji i została zapoznana z celem badania. Bardzo jeszcze raz dziękuję za udział w badaniu, bardzo się cieszę. Teamsy możemy sobie tutaj zminimalizować, żeby nas nie rozpraszały. Zanim przejdziemy dalej, chciałabym pani przekazać kilka takich informacji technicznych. Będziemy dzisiaj pracować metodą think-aloud-protocol. Nie wiem, czy z taką metodą się pani kiedyś zetknęła."
MW_SSH_01,,,,Nie miałam takiej możliwości.
MW,,,,"Tu nic nie szkodzi, zaraz wyjaśnię, na czym ona będzie polegać. Ale jest to metoda, która się opiera na głośnym myśleniu. Czyli jednym słowem będę Panią zachęcać do tego, żeby w trakcie naszego badania starała się pani werbalizować wszystkie swoje działania, odczucia, wszystko co się dzieje, tak żebyśmy mieli jak najwięcej takiego materiału właśnie utrwalonego w formie audio. I to co jest tutaj bardzo ważne, to to, że przede wszystkim testujemy system, nie testujemy pani, więc proszę się w żaden sposób nie stresować. Niczego tutaj pani nie może zrobić źle. W żaden sposób tutaj pani nie jest przedmiotem oceny, tylko system. I wszystkie panie opinie prosiłam, żeby wyrażać szczerze. Tutaj się nikt o nic nie obrazi. Ja nie brałam udziału w tworzeniu tych wizualizacji, które będziemy dzisiaj oglądać, tak że można spokojnie wszelkie swoje uwagi także krytyczne tutaj wyrażać i właśnie będą one dla nas bardzo cenne, żeby móc to wszystko udoskonalić. Żebyśmy widziały, na czym polega ten protokół think-aloud, to bardzo bym Panią prosiła o to, żeby sobie teraz z naszego paseczka otworzyć tę prezentację, która jest tutaj dostępna. To jest prezentacja testowa, na niej nie będziemy pracować. To jest standardowa prezentacja w PowerPoint, która jest podobna w swojej formie do tego materiału, na którym będziemy pracować. Czyli jeżeli chciałaby sobie pani poćwiczyć jakieś operacje wykonywane na slajdach w PowerPoint, na przykład zmianę kolejności, dodawanie, odejmowanie slajdów, dodawanie jakichś komentarzy, notatek, to teraz jest właśnie moment na to, żeby na tym takim materiale testowym sobie to poćwiczyć, chyba że z takimi prezentacjami miała już pani do czynienia, no to myślę, że… Ale na wszelki wypadek jakby coś trzeba było poćwiczyć. Jeśli ten klik nie jest potrzebny, to możemy go sobie zamknąć."
MW_SSH_01,,,,"Dobra, to wydaje mi się, że możemy."
MW,,,,"I także, jeżeli by pani sobie zminimalizowała nasze Teamsy i zobaczyła sobie do prawego górnego rogu, to mamy tam taki folder test. I tam znajduje się między innymi nagranie dźwiękowe, które można sobie teraz odtworzyć. To jest fragment takiej sesji jak nasza, gdzie użytkowniczka głośno myśli. [odtwarzanie nagrania]."
MW_SSH_01,,,,"Mhm, rozumiem."
MW,__S00__,,,"To nam ma zobrazować, o co tutaj chodzi. Jeżeli jest pani usatysfakcjonowana i jakby wie mniej więcej, na czym ta metoda polega, to można sobie już zgasić to nagranie. Czyli wiemy mniej więcej, jak będziemy pracować i teraz możemy sobie wejść już do naszego badania właściwego, czyli ten folder możemy sobie zamknąć. Możemy sobie wejść teraz do folderu badania i tam mamy znowu plik z prezentacją multimedialną. To jest ten drugi tutaj w kolejności, jeszcze ten niżej tutaj. O, wizualizacja badania. I to jest nasza prezentacja i nasz materiał, na którym będziemy pracować. Trzy pierwsze slajdy to jest takie wprowadzenie, które mówi o tym, jak powstał ten zbiór danych, na którym będziemy pracować, a na pozostałych slajdach, jak to już widać na podglądzie, będą się znajdowały różne typy wizualizacji. I teraz dam pani taką karteczkę, na której znajdują się pytania do poszczególnych slajdów. A następnie tutaj w dalszej części, po obejrzeniu całości prezentacji, mamy jeszcze takie dodatkowe ćwiczenia do wykonania. Na razie chciałam, żeby się pani skupiła na tych pytaniach do slajdów. I teraz tak, może pani pracować na tej prezentacji w dowolnej kolejności, czyli możemy iść od pierwszego slajdu do ostatniego, ale też możemy sobie po tych slajdach dowolnie skakać. I chciałabym, żeby pani najpierw spróbowała sobie tak przejrzeć luźno całą tę prezentację i zastanowić się, czy wie pani, o co tutaj tak w ogóle chodzi. Czy jakieś pierwsze przemyślenia mamy, czego te wizualizacje dotyczą, czy one są dla nas takie przystępnie wyglądające, czy nie do końca. Takie kilka luźnych przemyśleń, jakby pani mogła się ze mną podzielić. Jeśli na tym etapie chciałaby pani sobie też coś tutaj już dodać, pomanewrować jakąś tą prezentacją, to także jest taka możliwość."
MW_SSH_01,__S1__,,,"Ok, dobra. Na razie sobie tutaj czytam te pierwsze, żeby też się dowiedzieć dokładniej o co chodzi. Tutaj link do zbioru mamy, listę zbioru danych mamy. Duża liczba."
MW,,,,Czy jest jasne jak ten zbiór danych powstał?
MW_SSH_01,,,,"Tak, wydaje mi się, że tak. Ok, no to tak, te pierwsze są jak najbardziej jasne, tak mi się wydaje, więc lecimy z pierwszym typem. "
