speaker_id,slide_id,question_id,problem_id,text
PK,__S00__,,," …do niektórych slajdów w prezentacji są pytania, które pozwolę sobie albo odczytać, albo pokazać na ekranie. Jest jeszcze taka opcja, że mogłabym panu w tej chwili wysłać prezentację, tak aby pan mógł ją w komfortowych warunkach u siebie na urządzeniu oglądać, powiększać, przewijać do przodu, do tyłu, żeby nie być zależnym ode mnie jako „pokazywaczki”. Czy pan sobie tego życzy?"
PK_DE_13,,,,"Może będzie wygodnie, jak pani jednak zaprezentuje, w razie czego, jak się okaże, że jednak to nie idzie sprawnie, to wtedy możemy zawsze zmienić formę."
PK,,,,"   Znakomicie znakomicie, tak się umówmy, ja w tej chwili udostępniłam ekran. I mamy prezentację, ja ją jeszcze dam na cały ekran, żeby była lepsza, wierniejsza, no, żeby było lepiej widać, tak. I możemy w tej chwili zacząć. Nagrywa się, proszę łaskawie się zapoznać z treścią slajdu, kiedy trzeba będzie, proszę mi dać sygnał, żebym zmieniła na kolejny slajd. Słucham bardzo uważnie pana wszelkich uwag i reakcji."
PK_DE_13,,,,"OK, proszę w takim razie następny slajd, tu jest wszystko dla mnie jasne."
PK,,,," Przepraszam, Przepraszam bardzo coś za szybko. Oj, przepraszam, co ja zrobiłam, coś mi się źle… przepraszam, bardzo, mam złą prezentację, ja nie wiem, jak to się stało już."
PK_DE_13,,,,Nie szkodzi.
PK,,,," Ja już Jestem też trochę technologicznie tym wszystkim zmęczona. To się wydaje, że to są takie łatwe i przyjazne formy badania online, a to nieprawda. W sensie materiał ludzki się zużywa i i popełniam różne takie niemądre błędy. Proszę wybaczyć, nie wiem, jak to się stało."
PK_DE_13,,,,Nie szkodzi.
PK,,,," Już, w tej chwili. Dalej nie to. Och, teraz już jest dobrze. Teraz już na pewno jest dobrze. „Włącz edytowanie.” Och, nareszcie dobrze, teraz jest wszystko dobrze. Bardzo proszę jeszcze raz, bo tamten pierwszy slajd był innej treści."
PK_DE_13,__S1__,,," OK, jasne. Jestem sam ciekaw, jak to wypadnie, bo ja mam duże wątpliwości co do tego, jak te wszystkie oprogramowania oparte na sztucznej inteligencji rodzą, raczej radzą sobie z rozpoznawaniem żywych organizmów, nie, bo tak doświadczenia moje do tej pory, jak gdzieś widziałem, czytałem, to raczej były dość takie mieszane."
