speaker_id,slide_id,question_id,problem_id,text
PK,__S00__,,," Nagrywanie rozpoczęte, witamy serdecznie na badaniu kolejnego naszego respondenta, eksperta w zakresie mykologii. Chciałam uprzejmie zapytać, czy wyraża pan zgodę na nagrywanie naszego spotkania?"
PK_DE_03,,,,"Tak, wyrażam zgodę."
PK,,,," Bardzo dziękuję. Jednocześnie ponawiam zapewnienie, że pana wizerunek oraz cała treść tego nagrania jest objęta klauzulą najwyższej tajności. Nagranie zostanie zarchiwizowane w chmurze Uniwersytetu Jagiellońskiego. Właśnie dlatego posługujemy się aplikacją Teams, co gwarantuje najwyższy poziom dostępnej ochrony. Czy potwierdza pan, że przed włączeniem kamery objaśniłam panu dokładnie procedurę badawczą i że stwierdził pan, że jest to zrozumiałe?"
PK_DE_03,,,,"Tak jest, wszystko, co pani powiedziała, było zrozumiałe."
PK,,,," Dobrze, to teraz u szybciutko udostępniamy prezentację. Dobrze pan widzi? Fantastycznie, tylko jeszcze cały ekran. Ja będę przewijać slajdy według pana rytmu, to znaczy pan mi powie, bardzo o to proszę, kiedy mam zmienić slajd? Dobrze?"
PK_DE_03,,,,"No, teraz już można."
PK,,,," Można zmienić slajd, proszę bardzo. Czy ma pan do tych treści jakikolwiek komentarz, czy coś się nasuwa? Jakaś wątpliwość, odczucie, nie wiem, zaciekawienia? Jakby panu swój stan mógł opisać?"
PK_DE_03,__S1__,,,"Kto klasyfikował te grzyby, bo rozumiem, że ktoś tam podawał, że jadalny, niejadalny? Czy to byli eksperci?"
PK,,,," Niestety, nie mogę panu udzielić odpowiedzi na to pytanie. Natomiast samo pana pytanie jest dla nas bardzo cenne. Nie mogę udzielić odpowiedzi wyczerpującej, bo to by wpłynęło negatywnie na wyniki naszego badania. Mogę powiedzieć zgodnie z prawdą, że ten zbiór treningowy, na którym pracuje sztuczna inteligencja, to jest wynik połączenia danych pobranych z dwóch podręczników do oznaczania grzybów, dwóch atlasów grzybowych. To nie są klucze do oznaczania, tylko dwa atlasy grzybowe wydane w języku angielskim. Jeden z nich obejmuje terytorium Stanów Zjednoczonych, drugi Wysp brytyjskich, a jeśli chodzi o zawartość tego zbioru, to bardzo ważna jest uwaga, którą pan widzi w ostatnim wierszu na slajdzie. Część danych to dane symulacyjne, hipotetyczne, czyli sztucznie wygenerowane na podstawie mniejszego zbioru rzeczywistych obserwacji grzybów w przyrodzie. A odpowiadając na tyle, na ile mogę, na pana pytanie, to powiem, że podstawą tego zbioru, trzonem zbioru danych, na którym pracuje sztuczna inteligencja, są dwa atlasy grzybowe."
PK_DE_03,__S1__,,,"W różnych krajach jest różny… różnie się mówi: jedne grzyby są jadalne, niejadalne. Na przykład w Stanach Zjednoczonych smardzówka czeska jest uważana za grzyb niejadalny, więc w tym momencie, no, ciężko będzie sztucznej inteligencji zrozumieć to, że w jednym kraju jest ten grzyb niejadalny, w drugim jadalny, i wtenczas nie wiem, co ta sztuczna inteligencja powie, bo... Chyba że w większości krajów uważany za jadalny, no to będzie jadalny, ale tu, na przykładzie tej smardzówki mówię, w Stanach jest uważana za trujący, a w Polsce i tu w wielu krajach Europy to jest jadalna, więc…"
PK,,,," Świetnie, czyli to odnotowujemy bardzo ważną uwagę naszego eksperta na temat samego zbioru danych i pochodzenia tych danych i zasięgu geograficznego tych danych, na których pracuje sztuczna inteligencja, i teraz będzie pan dalej oceniał, co ta sztuczna inteligencja proponuje, prawda?"
PK_DE_03,,,,Dokładnie.
PK,,,, Czy mogę przewinąć dalej?
PK_DE_03,,,,"A tak, proszę."
PK,,__Q1__,," I tutaj mamy teraz slajd kolejny, do którego już są pytania. Ja panu teraz te pytania przeczytam do slajdu 4: proszę przedstawić, jak rozumie pan rozkład cech dotyczących sposobu przyrastania blaszek."
PK_DE_03,__S4__,,,"To nie mam się odnieść do tego, co tu jest, tylko do pani pytania?"
PK,,,," Może pan oczywiście dać swobodny swój komentarz, patrząc na wszystkie te wykresy, a później i jeżeli pan tylko chce, to prosiłabym o próbę odpowiedzi na to pytanie."
PK_DE_03,__S4__,,,"No, blaszki blaszki to mogą być, no, różnie przyrastają, mogą bezpośrednio przyrastać do trzonu. Mogą zachodzić na trzon. No to tak, takie takie najważniejsze cechy."
PK,,,, Dobrze. A czy byłby pan łaskaw spojrzeć teraz na wykres?
PK_DE_03,,,,"Ale jak ten ktoś mógł tutaj powiedzieć? Tutaj patrzę i tu klasa trujących wychodzi na tym wykresie, że trujących jest niby więcej. W ogóle nie jest to prawdą, to znaczy tu jeszcze powinno być oprócz grzybów trujących i jadalnych powinno być coś, co jest niejadalne, a nietrujące, więc dla… już taka klasyfikacja i podanie od razu, że trujących jest więcej, jest nieprawdą."
PK,,,, Jasne.
PK_DE_03,__S4__,,,"To jak ma być… ta sztuczna inteligencja ma pomagać, to powinna jeszcze mieć jeszcze trzeci rodzaj po prostu grzybów, które są niejadalne, nimi się nie zatrujemy, ale też nie powinniśmy ich jeść ewentualnie, bo są niesmaczne, czy coś."
PK,,,," Jasne, znakomicie, czy jeszcze jakieś uwagi do tego slajdu miałby pan, czy możemy przejść dalej?"
PK_DE_03,__S4__,,,"Generalnie określenie… człowiek, jeżeli to człowiek tam wpisywał te dane, to jest też odniesienie, odbieranie kolorów przez konkretnych ludzi jest bardzo zróżnicowane, tak że trudno, trudno by było w 100 procentach powiedzieć, bo jeden… dla jednego ten kolor, będzie go nazywał troszkę inaczej, będzie widział bardziej niebieski czy zielony. Tak że tutaj jest człowiek… zwłaszcza mężczyźni, to tyle kolorów nie rozpoznają."
PK,,,," A tak, a jeszcze można uwzględnić grzybiarza i konsumenta i zbieracza dotkniętego daltonizm albo dowolną inną wadą wzroku, prawda, to co wtedy?"
PK_DE_03,__S4__,,,"Że no tutaj, poza tym, poza tym kolory, kolory grzybów są bardzo zmienne w trakcie wzrostu grzyba. Dlatego też trudno tutaj mówić, że główną jakąś cechą powinien być taki kolor, bo wystarczy, że będzie tam zasłonięty i będzie miał… będzie prawie biały. No w każdym razie zmienność… kolor to jest najmniej ważna cecha. To znaczy…"
PK,,,," Najmniej ważna cecha, dobrze, w rozpoznawaniu, w identyfikowaniu gatunków i w związku z tym w rozpoznawaniu, czy to jest grzyb toksyczny, czy niejadalny, czy jadalny?"
