speaker_id,slide_id,question_id,problem_id,text
MK,,,," Rozpoczynamy nagrywanie. Zmniejszam tylko ekran Teamsów, żeby nam nic przeszkadzało i teraz tak może się pani przesiąść tutaj, na to miejsce. Rozpoczynamy nasze badanie, które jest kontynuacją ankiety, którą pani uzupełniała i będzie polegało na wykorzystaniu techniki think aloud protocol. Nie wiem, czy pani miała do czynienia z takim narzędziem, z taką metodą badania. Ja za chwileczkę pokażę na czym ono polega, tylko wcześniej powiem jak to będzie wyglądała cała procedura, bo celem naszego badania jest sprawdzenie użyteczności technik XAI i za pomocą właśnie tego protokołu think aloud protocol, sprawdzenie czy wizualizacja, które pani zobaczy na prezentacji, która jest przygotowana, są zrozumiałe dla pani. Absolutnie nie badamy kompetencji ani żadnych umiejętności. Chcemy tylko sprawdzić, czy model predykcyjny, który przygotowaliśmy na podstawie datasetu z bazy danych, jest w jakikolwiek sposób użyteczny dla pani. Rejestrujemy to wszystko w formie audio. Ja jeszcze pozwolę sobie włączyć nagrywanie tutaj na dyktafonie, na wszelki wypadek, bo to jest dobrze mieć różne możliwości zapisu danych. Mamy czas, to znaczy nie narzucam żadnego czasu, na spokojnie Pani będzie zapoznawać się z materiałami. Będzie Pani próbowała odpowiedzieć na przygotowane pytania. I ma pani możliwość wycofania się z tego badania w każdej chwili, jeśli pani będzie potrzebowała też przerwę, to proszę powiedzieć, zrobimy przerwę. Tu jest też woda, gdyby pani potrzebowała, dlatego, że będzie trzeba mówić."
MK,,,," I teraz tak żeby pokazać, jak to mniej więcej będzie wyglądało, bo będzie Pani miała pytania do przygotowanej prezentacji, one będą cały czas dostępna tutaj, żeby pani się nie denerwowała i i żeby wszystko było pod ręką. To tak, to jest przykład think aloud protocol. Zanim jeszcze puszczę, to chcę powiedzieć kilka słów. Polega to na tym, że dostanie pani materiał. To będzie prezentacja w powerpoincie będą wizualizacje i będę panią prosiła o to, żeby pani komentowała i mówiła cały czas, co pani przychodzi do głowy na podstawie tego co pani widzi. Może pani komentować w dowolny sposób na głos. Chodzi też o sprawdzenie, jakie emocje temu towarzyszą. Co Pani myśli o estetyce? Wszystko to, co pani nasuwa się na myśl, jeśli chodzi o tą prezentację, która za chwileczkę będzie, będę prosiła o przekazanie nam swoich myśli i odczuć."
MK,,,,"Oczywiście, w trakcie naszego badania będzie też pani odpowiadać na pytania, które będą towarzyszyły tej prezentacji w power poincie. Myślę, że z tym narzędziem nie ma żadnego problemu, ja pokażę przykładową prezentację. To jest tylko przykład takiej wizualizacji dla rozluźnienia są zwierzątka. W każdym razie będzie pani miała możliwość w przeglądania sobie tych materiałów w dowolny sposób. Może pani wracać, może pani iść do przodu, dodać notatki i tak dalej. Ten czarny slajd oznacza koniec, bo ja potem poproszę panią, żeby posegregować te poszczególne slajdy w odpowiedni sposób, który uważa Pani, że jest jak najbardziej właściwy."
MK,,,,"Będzie można to poprzesuwać, co pani uzna za niewłaściwe, kompletnie nieprzydatne będzie można po prostu przesunąć za czarny slajd i w międzyczasie, jeśli pani będzie chciała, to można robić sobie dowolne tutaj notatki. Gdyby była taka potrzeba, to znaczy ja będę oczywiście bardzo wdzięczna za wszelkie notatki, wszelkie uwagi, będzie Pani mogła dodawać potem slajd, ale to powolutku ja będę też instruować co, będę naprowadzać, że tak powiem, na kolejne etapy naszego badania. Myślę, że możemy zacząć."
MK,,,,"Trzy głębokie oddechy, nie ma się co stresować, bo to nie na tym polega. Bardzo proszę, to będą pytania dla pani i ja, potem poproszę o uzupełnienie dodatkowych zadań. Do całości będą takie pytania, na które będzie Pani mogła sobie, na które będzie Pani mogła odpowiedzieć. To dlatego, że tutaj właśnie sprawdzimy, czy to było w jakikolwiek sposób użyteczne, zatem oddaję pani pałeczkę i bardzo proszę o wszelkie uwagi komentarze do tego co pani widzi. Załóżmy sobie taką sytuację, że korzysta Pani z aplikacji, bo wracamy do tych grzybów. Pamięta pani były w ankiecie i to będzie aplikacja, która ułatwia odróżnienie grzybów jadalnych od niejadalnych albo trujących i podpowiedzi tej aplikacji są wynikiem przetwarzania przez sztuczną inteligencję zbioru danych o grzybach i teraz te wizualizacje, które pani zobaczy te infografiki objaśniają sposób działania modelu sztucznej inteligencji. I ja, wtedy właśnie jak pani będzie je przeglądać, to będę panią prosiła o zinterpretowanie, ocenę użyteczności tych objaśnień. Proszę mówić na głos, co się pani podoba, co się nie podoba, co tam jest, co pani widzi, co pani myśli, co pani chciałaby zmienić tutaj i absolutnie tak jak dla tak jak mówiłam, nie testujemy kompetencji umiejętności, tylko chcemy sprawdzić jak użyteczne są przygotowane wyjaśnienia i bardzo bym prosiła o tokiem najbardziej jeszcze odpowiedzi."
MK,__S00__,,,"Tu są pytania na spokojnie, na końcu będzie tylko zaznaczenie takiego krótkiego kwestionariusza, ale to wszystko przed nami, na spokojnie. Bardzo proszę o zapoznanie się z tymi materiałami, można czytać na głos, można poprzeglądać sobie, a zatem może pani przejść już do wizualizacji. Do infografik mam przygotowane pytania, na które będę prosiła panią o odpowiedź, każdy slajd można komentować, np. wygląd strony."
MK_SSH_05,__S1__,,,To czytam pierwszy slajd.
MK,,,, Można na głos można komentować też od razu.
MK_SSH_05,,,,"Na pewno może strona sama w sobie jest bardzo prosta, jest czytelna, ale brakuje jakiejś wizualizacji i takiego oddzielenia może na początku celu badania."
MK_SSH_05,,,,"Ale wszystko jest czytelnie opisane, co będzie się dziać."
MK_SSH_05,__S2__,,,Drugi slajd.
MK_SSH_05,,,,To tak samo właśnie ta prosta strona.
MK_SSH_05,,,,"Link do zbioru akurat się nie chce otworzyć, ale to przez…"
MK,,,, Powinien przez Control.
MK_SSH_05,,,,I tu wszystko jest.
MK_SSH_05,__S3__,,,"Kolejny slajd. Też, jeżeli chodzi o właśnie tą wizualizację, to podobnie, ale ja jestem po ASP, więc to przez to."
MK_SSH_05,,,,"Ale wszystko jest czytelne. Jeżeli właśnie chodzi też o informacje, tak samo jak wcześniej, przechodzę do wykresu."
MK_SSH_05,__S4__,,,Od tego slajdu zaczynają się poszczególne pytania. Także można sobie najpierw zobaczyć przed odpowiedzią.
MK_SSH_05,,,,"I tu będę też komentować. Nie widzę, dobrze?"
MK_SSH_05,,,,"Więc to może jeszcze jeżeli chodzi o tą stronę graficzną, to tutaj jest wszystko wyraźne. Dobrze dobrane kolory, jeżeli chodzi o. Nie są to jakieś krzykliwe, więc dobrze się czyta."
MK_SSH_05,,__Q1__,,"Pytania do prezentacji, przedstaw jak rozumiesz rozkład cech dotyczących sposobu przy rozstania blaszek."
MK_SSH_05,,,,I znalazłam przyrośnięcie.
MK_SSH_05,,,,Tutaj jest.
