speaker_id,slide_id,question_id,problem_id,text
MW,,,,"Będziemy dzisiaj pracować metodą think-aloud protocol, nie wiem czy się pani z nią kiedyś spotkała?"
MW_SSH_03,,,,Nie.
MW,,,,"To jest taki sposób postępowania badawczego, gdzie będę panią zachęcać do tego, żeby głośno myśleć, czyli będę zachęcać do tego, żeby werbalizować wszystkie swoje uczucia, wszystkie swoje działania. I teraz tak, czy chciałaby sobie pani potestować pracę na prezentacji multimedialnej? Będziemy tutaj pracować na prezentacji takiej standardowej w PowerPoint, i tam będzie też możliwość przesuwania slajdów, dodawania slajdów, odejmowania slajdów, dodanie jakiegoś komentarza. Czy z tego typu prezentacjami miała pani do czynienia i jakby tego typu operacje umie pani wykonywać, czy chcemy sobie poćwiczyć na jakimś pliku testowym?"
MW_SSH_03,,,,"No myślę, że umiem, tak."
MW,,,,"W razie gdyby była potrzeba sobie poćwiczyć, to tutaj na pulpicie mamy taki plik, który się nazywa Test, i tam możemy sobie teraz wejść, tam jest też nagranie takie króciutkie, po prawej stronie, w prawym górnym rogu…"
MW_SSH_03,,,,Badania?
MW,,,,"Test, badania poniżej. I tutaj są dwa pliki, właśnie taka standardowa prezentacja multimedialna gdybyś sobie tutaj chciała jakoś poćwiczyć, i drugi plik to jest plik dźwiękowy, który właśnie obrazuje taką sesję jak nasza dzisiejsza, można sobie fragment odtworzyć i zobaczyć jak użytkowniczka tam werbalizuje różne swoje uczucia, jeśli jest taka potrzeba, jeśli nie, to też można ten element pominąć, tutaj do pani decyzja…"
MW_SSH_03,,,,"Ja myślę, że możemy zacząć po prostu od badania."
MW,__S00__,,,"Jasne, to spróbujmy. Czyli ten folder już nam nie będzie potrzebny. Teraz możemy sobie wejść do tego folderu, który się nazywa badanie, i tutaj jest plik z prezentacją, to jest ten plik Wizualizacja, proszę go sobie otworzyć, i za chwilkę dam pani taki zestaw różnego rodzaju pytań, które do tej prezentacji się odnoszą. Można sobie w tym czasie przejrzeć te prezentacje tak na razie swobodnie, zobaczyć co tutaj się w ogóle w niej znajduje i spróbować mi powiedzieć, do czego ta prezentacja służy, jak się pani wydaje czego to badanie tutaj będzie dotyczyć, jakieś pierwsze swoje wrażenia, uwagi takie zupełnie luźne z takiego naszego przeglądu, a potem spróbujemy sobie iść slajd po slajdzie i odpowiedzieć na różne pytania."
MW_SSH_03,,,,Dużo wykresów.
MW,,,,Czy to jest takie wrażenie przyjemne czy nieprzyjemne jak widzimy tyle wykresów?
MW_SSH_03,,,,"Dla mnie raczej w porządku, bo nie boję się wykresów, że tak powiem, i planuję później zawodowo pracować jako (anonimizacja), więc to raczej musi mi się podobać."
MW,,,,"Co tutaj jeszcze jest? Czy te wykresy są takimi wykresami, które pani już kiedyś widziała, takie typy wizualizacji danych? Czy to jest coś takiego nowego raczej?"
MW_SSH_03,,,,"No te wykresy wydają się takimi bardzo podstawowymi powiedziałabym, bardzo logiczne i czytelne dla mnie."
MW,,,,Czyli te wykresy z pierwszych slajdów w kolorze fioletowym one raczej wyglądają jakby znajomo?
MW_SSH_03,,,,"Wyglądają zupełnie znajomo, tak?"
MW,,,,A te dalsze?
MW_SSH_03,,,,"Pamiętam, że coś podobnego było w tym badaniu (ns - 00:04:01), które było wysłane przez (ns - 00:04:03), i to już było takie trudne dla mnie jak patrzę tu. No ale może jak popatrzę dłużej to zrozumiem."
MW,,,,"Czyli nie jest to też coś, co by nas odstraszyło jakoś?"
MW_SSH_03,,,,No raczej nie.
MW,,,,"To lećmy dalej, zobaczmy jakie typy wizualizacji…"
MW_SSH_03,,,,"No to też było, pamiętam."
MW,,,,"To też było w ankiecie, zgadza się?"
MW_SSH_03,,,,"Tak, ale…"
MW,,,,"Czy teraz jak pani widzi drugi raz ten typ wykresu, to jest już jakoś inaczej, jest już on taki bardziej znajomy?"
