speaker_id,slide_id,question_id,problem_id,text
PK,__S00__,,,"Doskonale, zaczęliśmy nagranie. Witamy naszego kolejnego respondenta. Badanie "
PK,,,," 05, chciałabym uprzejmie zapytać, czy wyraża pan zgodę na nagrywanie naszego spotkania?"
PK_DE_05,,,,Wyrażam zgodę.
PK,,,," Bardzo dziękuję. Czy potwierdza pan, że zapoznał się pan z przesłanymi uprzednio formularzami zgód i aprobuje pan zawarte tam klauzulę?"
PK_DE_05,,,,Potwierdzam i aprobuję.
PK,,,," Świetnie. W takim razie, jeśli pan pozwoli, zaczniemy nasze badanie, a jeszcze zapytam, czy potwierdza pan, że został pan powiadomiony o trybie badania i o metodzie, którą będziemy wspólnie stosować, a raczej technice?"
PK_DE_05,,,,Również potwierdzam.
PK,,,," Dobrze, to w takim razie ja uruchamiam prezentację u siebie i ma pan dowolność: albo patrzy pan na ekran, który będę udostępniać, albo ogląda pan to, co pan widzi u siebie na ekranie, jeżeli tak jest wygodniej."
PK_DE_05,,,,Mhm.
PK,,,," Ruszam z prezentacją. Ruszaj, prezentacjo kochana, tak? Świetnie, jeszcze tylko udostępnienie ekranu."
PK_DE_05,,,,Mam.
PK,,,," Jest świetnie, bardzo proszę zapoznać się z pierwszym slajdem i podzielić się z nami swoimi przemyśleniami, wrażeniami na jego temat."
PK_DE_05,__S1__,,,"Naturalnie, już się zapoznaję. Tak. No, jest to jakby jasno przedstawiona informacja na temat na temat tego, jaki jest cel tego spotkania, w związku z czym jak najbardziej pozytywny odbiór. Prosta, zwięzła informacja, jak najbardziej."
PK,,,," Dobrze, to przejdziemy do dwójki."
PK_DE_05,__S2__,,,"Mhm. Tak, również mamy jasną informację, skąd pochodzą dane, na których pracowała sztuczna inteligencja, tak że jakby normalna rzecz, bardzo bardzo klarowna."
PK,__S3__,,,Slajd 3.
PK_DE_05,__S3__,,,"Mm. Dobrze, jakby wszystko rozumiem, natomiast tutaj sam ten fakt, że te grzyby o nieznanej jadalności zostały zaliczone do niejadalnych lub trujących, no, jest jakby rozwiązaniem bardzo powszechnym, bo sama jadalność jest w przypadku niektórych gatunków dyskusyjna, natomiast bardziej bym się skłaniał, jeśli już, do klasyfikowania jako niejadalne niż jako trujące, bo tutaj nie do końca rozumiem, czemu akurat tak lub tak. Znaczy, jeżeli mamy… mówimy o grzybie niejadalnym, może być niejadalny z uwagi na 10000 różnych rzeczy, nieprzyjemną konsystencję, nieprzyjemny smak, zapach i tak dalej, i tak dalej, i tak dalej. Natomiast jego spożycie pozostaje dla mnie w pełni bezpieczne. Jeżeli stwierdzamy, że dany gatunek jest trujący, to znaczy jest trujący, znaczy spożyję – zatruję się, będę miał z tego tytułu jakieś konsekwencje. Jeżeli zjem gatunek niejadalny, to znaczy będę miał, nie wiem, przykre odczucia smakowe, przykre odczucia zapachowe, i to jak dla mnie jest jakby może nie tyle niejasne, bo, okej, rozumiem, o co chodzi, natomiast takie troszeczkę wydaje się nieprzemyślane, jeżeli chodzi o samo przygotowanie zbioru danych."
PK,,,," Jasne, pan postulowałby podzielenie tego na 3 klasy: jadalne, niejadalne, trujące, 3 klasy rozłączne, tak."
PK_DE_05,__S3__,,,"Mm. Tak, jeśli już, to w ten sposób, przy czym tak jak mówię, no niejadalny, no to to jest właśnie kwestia mocno dyskusyjna, bo wiele gatunków, które u nas są uznawane za niejadalne, no na przykład będą klasyfikowane jako w pełni jadalne w krajach azjatyckich. Ale to są jakby gatunki, które w żaden sposób nie wpłyną na możliwość zatrucia, a tutaj mamy właśnie to o tej nieznanej jadalności, która została zaliczona do niejadalnych lub trujących, co jest takie troszeczkę naciągane."
PK,,,," Naciągane, jasne. Czy jeszcze jakiś komentarz do slajdu tego?"
PK_DE_05,__S3__,,,"Czyli część danych dane symulacyjne, hipotetyczne. Nie myślę, że na razie nie."
PK,,,," Doskonale, to w takim razie bardzo proszę zerknąć w tej chwili do tego wydruku pytań, bo przechodzimy do slajdów, do których są pytania. Prosimy pana serdecznie, żeby pan odpowiedział na pytania, ale oczywiście nie wyklucza to pełnej pana swobody komentowania slajdów, niezależnie od pytań."
PK_DE_05,,,,Mhm. Mhm.
PK,__S4__,,,"Mamy slajd 4. Ja może go udostępnię na całym ekranie na wszelki wypadek, a gdyby to było niewygodne, to zachęcam pana do otworzenia prezentacji na własnym nośniku."
