speaker_id,slide_id,question_id,problem_id,text
DR,,,, Dobrze teams już nam działa. Włączam jeszcze rejestracji dźwięku na telefonie.
DR,,,, Nie.
DR,,,, Dobrze Witam panią bardzo serdecznie na badaniu.
DR,,,, Przy użyciu thinking aloud protocol. Celem naszego badania jest.
DR,,,, Uzyskanie
DR,,,," Odpowiedzi na nurtujące nas pytania za chwilkę będę też odczytywać, na czym to badanie będzie dokładnie polegało."
DR,,,, I żeby pani zademonstrować
DR,,,, Jak będziemy poruszać się tutaj po materiałach przygotowanych ten badanie.
DR,,,," To tak na czym polega ogólnie sama metoda i jak będziemy rejestrować to co pani mówi, to już tutaj pokażę na na tym nagraniu testowym to sobie zminimalizujemy, żeby."
DR,,,, Teams pani nie rozpraszał.
DR,,,," Na stronie polkonu konwentu, który odbył się w Warszawie i chciałabym zobaczyć sobie program i zarejestrować się."
DR,,,, A więc w moim rozumiem?
DR,,,," Tam na program, wbija mi się."
DR,,,, Bloki programowe.
DR,,,, Klikam.
DR,,,, Są bloki programowe.
DR,,,," Blok literacki razem z miejscem, w którym się to odbywa."
DR,,,," Ogląda pani poziomy, także wyjście."
DR,,,," Zwłaszcza, że są miejsca, w których to się odbywa, więc wydaje mi się, że jest to bardzo przydatna informacja."
DR,,,, Oprócz tego mogę wyjść jeszcze z menu w listę atrakcji.
DR,,,, O niczym mam.
DR,,,, Przerzuciło mnie gdzie indziej.
DR,,,," Nie podoba mi się to, no nie, nie jestem dalej na tej samej stronie, bo jest"
DR,,,, Rozwolnienia.
DR,,,, No ale generalnie są atrakcje po kliknięciu w konkretny blok
DR,,,, Wracam.
DR,,,, I mam jeszcze coś takiego jak tabela programowa.
DR,,,, Tutaj wyświetla się plik w pdf
DR,,,, Wygląda na skomplikowany.
DR,,,," Średnio czytelny, ale, ale nie przyglądam się, więc nie jestem w stanie dokładnie ocenić."
DR,,,, Wracam z powrotem i próbuje się zarejestrować i tam w rejestracjach.
DR,,,, A.
DR,,,," I wyświetla mi się, że połączenie jest niezaufane"
DR,,,, I tam zrozumiem zagrożenia. Dodaj wyjątek.
DR,,,, I przechodzę rejestrację.
DR,,,, Rejestracja jest już zamknięta.
DR,,,," No dosyć logiczne, skoro to było rok temu"
DR,,,," Mogą to zrobić chyba prywatnie z tego co widzę. No szkoda. Dobrze. Zakończyliśmy przesłuchiwanie sampla testowego, gdzie nagrania dźwiękowego to jest tak jakby takie ogólny sposób rejestrowania i i przebiegu naszej sesji. Natomiast tutaj jeszcze mamy prezentację testową i nasza prezentacja właściwa. No nie będzie dokładnie wyglądała w ten sposób, natomiast będzie takie same mechanizmy działania, to znaczy będzie składała się z iluś slajdów."
DR,,,, I teraz jeżeli coś
DR,,,," wyda się pani zbędne w trakcie badania. To będę prosiła o to, żeby przeniosła pani jakiś slajd. Powiedzmy zbędny czy też treści za czarną planszę, która jest slajdem ostatnim. Dodatkowo w prezentacji będzie pani miała uruchomiony widok notatek tutaj poniżej obrazka, więc tam też może pani wpisywać swoje uwagi. Zakładam, że zna Pani działanie Powerpointa, ale dla formalności poproszę, żeby przejrzała pani te prezentacje i przeniosła jeden wybrany slajd"
DR,,,, Który według pani jest zbędny
DR,,,, Okej. Bardzo
DR,,,," Dziękuję. Kończymy zatem etap demonstracyjny i przechodzimy do badania właściwego. Czy wszystko jest w porządku? Dobra, możemy zaczynać."
DR,,,," Uruchamiam zatem prezentację właściwą i teraz, zanim jeszcze przejdziemy."
DR,,,, Do tego badania właściwego.
DR,,,," To wyjaśnię, na czym dokładnie"
DR,__S00__,,, To nasze dzisiejsze spotkanie będzie polegało. Załóżmy sobie taką sytuację.
DR,,,," Że korzysta pani z aplikacji, która ma ułatwić odróżnianie grzybów jadalnych od grzybów niejadalnych bądź też trujących. Podpowiedzi tej aplikacji są wynikiem przetwarzania przez sztuczną inteligencję zbioru danych o grzybach i zaraz Pani będzie miała możliwość zobaczyć kilka wizualizacji infografik, które objaśniają sposób działania modelu sztucznej inteligencji. Będę panią prosić o zinterpretowanie oraz ocenę użyteczności tych objaśnień."
DR,,,, W trakcie odpowiadania proszę o głośne myślenie.
DR,,,," Omówienie, co pani widzi, myśli, czuje, co się pani podoba albo też nie podoba."
DR,,,," I ten fragment właśnie próbnego nagrania już wysłuchałyśmy, więc."
DR,,,," Myślę, że już jest pani zaznajomiona i pragnę przypomnieć, że nie testujemy tutaj Pani kompetencji i umiejętności, tylko."
DR,,,, No testujemy użyteczność przygotowanych wyjaśnień i bardzo nam zależy na szczerych odpowiedziach. Czy możemy zacząć?
DR,,,," Dobrze zadam pani 3 pytania, pierwsze pytanie będzie bardzo rozbudowane i to będzie chyba nasz najdłuższy etap w dzisiejszym badaniu."
DR,,,," Będę panią prosiła o zapoznanie się z listą pytań. Będzie pani miała też wszystkie pytania przed sobą przed oczami, tak, żeby też łatwiej było się pani poruszać, ale będę tutaj kontrolować i gdyby Pani czuła się zagubiona, to proszę o sygnał tak, żeby no czuła się pani bezpiecznie."
DR,,,," I teraz tak tutaj będą pytania do prezentacji po zaznajomieniu się z prezentacją i tymi pytaniami będziemy sobie przechodzić po kolei przez wszystkie slajdy. Dodatkowo, po zakończeniu prezentacji otrzyma pani jeszcze dodatkowe pytania do całości prezentacji oraz dodatkową"
DR,,,," ankietę, ale to nastąpi w kolejnych etapach. W sumie mamy takie duże 3 bloki, które składają się na to nasze dzisiejsze badanie i zacznijmy od tego aspektu pierwszego, czyli zapoznania się z listą pytań, która jest tutaj oraz z prezentacją i będę prosiła o to, żeby pani odpowiedziała. Czy na podstawie przygotowanych materiałów jest Pani w stanie udzielić odpowiedzi, na któreś z tych pytań? Jeśli tak, to na które pytania i jak"
DR,,,, Brzmi odpowiedź.
DR,,,, Zachęcam do przejścia do prezentacji.
DR,,,,"I bardzo proszę o głośne mówienie, co pani robi w danym momencie, co pani myśli, co Pani czuje, jakie są pani spostrzeżenie?"
