speaker_id,slide_id,question_id,problem_id,text
MW,,,,"Będziemy dzisiaj pracować taką metodą, która nazywa się think-aloud-protocol. Nie wiem, czy się pani z nią kiedyś spotkała."
MW_IT_02,,,,Nie.
MW,,,,"To jest taki sposób działania, w którym zachęcamy właśnie użytkownika do tego, żeby głośno myślał. Będę panią prosić o to, żeby próbować werbalizować, mówić na głos o tym, co pani robi, co pani myśli, nad czym się pani zastanawia. Jeżeli z taką metodą wcześniej pani nie pracowała, to mamy folder w prawym górnym rogu na komputerze, który się nazywa test. Tam się znajdują dwa pliki. Jeden to jest taka klasyczna prezentacja multimedialna w PowerPoint, gdzie jeżeli chciałaby pani sobie przećwiczyć takie operacje jak np. dodawanie slajdów, odejmowanie, przesuwanie, dodawanie komentarzy, to można to zrobić. Chyba, że z takimi prezentacjami miała pani już do czynienia i jest w stanie tę operację wykonywać, no to wtedy także nie ma potrzeby testowania tego. I drugi plik, który się tam znajduje, który można sobie właśnie teraz otworzyć, zobaczyć, to jest taki plik dźwiękowy, który zawiera nagranie właśnie takiej sesji jak nasza, gdzie użytkowniczka po prostu głośno myśli. Więc można sobie fragment takiego nagrania odsłuchać albo całość, jeśli jest potrzeba, żeby po prostu zobaczyć mniej więcej o co chodzi. Więc zachęcam, żeby sobie po prostu tutaj otworzyć te pliki, zobaczyć jak one wyglądają, zobaczyć czy po prostu będzie pani w stanie z takimi materiałami pracować."
MW,__S00__,,,"Wie pani mniej więcej o co chodzi? To można sobie to nagranie zgasić. Jeśli jesteśmy gotowe, to możemy przystąpić do naszego badania właściwego. Tutaj bym Panią bardzo prosiła o to, żeby w tym folderze, który się nazywa badanie, otworzyć sobie plik z prezentacją multimedialną, to jest ten wizualizacje. I to będzie właśnie plik, na którym będziemy sobie dzisiaj pracować. I teraz chciałabym, żeby pani sobie tak spróbowała najpierw w ogóle przejrzeć, co w tej prezentacji jest, jaka ona jest długa, z czego się składa, co tutaj mniej więcej mamy i można sobie zacząć powolutku z tej prezentacji korzystać, albo idąc właśnie linearnie od pierwszego slajdu do ostatniego, albo w jakiejkolwiek innej kolejności, jaka pani przychodzi do głowy. Czyli chwilka czasu na takie luźne zapoznanie się z tą prezentacją, a potem będę panią prosiła o to, żebyśmy się zapoznawały z tymi slajdami i próbowały wykonywać różnego rodzaju działania na nich, to znaczy, żeby pani także spróbowała przede wszystkim zobaczyć, czy na pewne pytania na podstawie tych wizualizacji będzie pani w stanie odpowiedzieć. Te pytania zaraz będę pani prezentować na kartce, tak żeby one były cały czas dostępne. To są właśnie te pytania przypisane do kolejnych slajdów, na których dzisiaj będziemy pracować. Jakie są pierwsze wrażenia z takiego przejrzenia tej prezentacji? Czy ona wygląda jak coś takiego znajomego dla pani, czy coś takiego innego niż zwykle?"
MW_IT_02,,,,"Znaczy innego niż zwykle, bo się nie spotykałam z takim wyglądem prezentacji też. Myślę, że jest na pewno dużo tekstu, a raczej nie spotyka się prezentacji z taką ilością tekstu. Jest dużo wykresów, jakichś chartów, które przedstawiają jakieś różne aspekty grzybów. I właśnie, jakieś obrazki typowe z takimi chartami albo tabelami."
MW,,,,Czy udało się pani przeczytać te slajdy z wyjaśnieniem na początku? Czy one nam coś powiedziały więcej o sprawie?
MW_IT_02,__S1__,,,"Znaczy trochę trudno jest je odczytać, bo jestem raczej przyzwyczajona do prezentacji, które mają maksymalnie 30 słów na nich, bo zawsze słyszałam od ludzi, którzy się zajmują takimi rzeczami, że prezentacja powinna mieć maksimum 30 słów, tak że trudno mi jest przeczytać cały slajd, żeby się zorientować, czy to tak naprawdę czytam, szczególnie, że nie ma na przykład slajdu takiego początkowego, powitalnego, czyli to jest zupełnie inny format prezentacji, do którego jestem przyzwyczajona, dlatego mogło być to dla mnie takie dość nowe, musiałabym się do tego przyzwyczaić."
MW,,,,"A jakbyśmy sobie przeszły do pierwszego slajdu, który zawiera jakieś rodzaje wizualizacji. Gdyby pani sobie na nie zerknęła i spróbowała powiedzieć, co pani zdaniem te wykresy przedstawiają, do czego się odnoszą?"
MW_IT_02,__S4__,,,"Przedstawiają różne jakieś aspekty wyglądowe grzybów i ile, ile, jaka jest ilość różnych rodzajów pewnych, pewnych właśnie aspektów wyglądu grzybów ale uważam, że wykresów jest troszeczkę za dużo na jednej stronie i przez to może być to trudne do przeczytania. Dlatego patrząc na to, ja widzę po prostu wykresy, ja nie potrafię powiedzieć jakie to są wykresy. Widzę po prostu, że są, istnieją, ale żeby zorientować się, o czym tak naprawdę one są, musiałabym się bardziej wpatrzeć, bardziej je przeanalizować."
MW,__S5__,,,"A jakbyśmy spróbowały przejść do kolejnego slajdu, też podobnie troszkę wyglądającego. Jakie tutaj wrażenia? Czy wiemy, czego to dotyczy? Czy byłybyśmy w stanie jakoś zinterpretować te dane, gdyby ktoś nas zapytał o jakiś konkretny wykres? Tutaj możemy się posiłkować tymi pytaniami, które są przypisane do slajdów. Tutaj na przykład w slajdzie piątym mamy przedstaw jak rozumiesz rozkład cech dotyczących typu siedliska jako taki eksperyment."
