speaker_id,slide_id,question_id,problem_id,text
MK,,,,"Badanie jest kontynuacja ankiety, którą Pani wypełniła. Odnosi się ono do modelu predykcyjnego, chcemy sprawdzić czy ten model, czy te wizualizacje, infografiki, które wypuściła sztuczna inteligencja, są zrozumiałe i użyteczne dla użytkowników. Grzyby tam się pojawiły dlatego, że tam ten model powstał na podstawie bazy danych, kilkudziesięciu tysięcy grzybów jadalnych i niejadalnych, albo trujących. Absolutnie nie badamy ani umiejętności, ani wiedzy, ani kompetencji w żadnym zakresie, ani w zakresie wizualizacji, czy w zakresie wiedzy o grzybach, tylko chcemy sprawdzić, czy to, co model czy ten model predykcyjnych, który jest przygotowywany, uczący się jest dla pani zrozumiały i czy może go pani wykorzystać w jakikolwiek sposób. Będziemy korzystać z narzędzia think aloud protocol i tak jak pani mówiła, nie korzystała pani z tego sposobu badania. Zresztą pani jest chyba na dziennikarstwie, więc myślę, że absolutnie przyda się taka metoda i będzie można ją wykorzystać. Czy przy licencjacie, czy przy pisaniu pracy magisterskiej, bo przecież pewnie robicie państwo tam jakieś badania. Metoda polega na tym, że użytkownik, który styka się z jakimś produktem albo usługą komentuje cały czas na głos, czyli mówi, z czym ma do czynienia. Mówi to, co myśli mówi to, co czuje mówi to, co widzi na ekranie, czyli wszystko to, z czym ma do czynienia, wypowiada w sposób głośny i dzięki temu twórca na przykład danego produktu czy usługi jest w stanie sprawdzić, czy to, co przygotował, jest w jakikolwiek sposób funkcjonalny, użyteczne, estetyczne, w jakikolwiek sposób zrozumiałe i ciekawe dla użytkownika. Żeby pokazać jak to wygląda, to ja mam tutaj przykład takiej prezentacji za chwileczkę usiądzie sobie pani przy tym komputerze i ja go odtworzę. "
MK,,,,"Chyba jest jasna, prawda? Więc w ten sposób tak to wygląda. I tak jak mówiłam, po to także jest ta rejestracja, żeby potem można było wykonać transkrypcję i przeprowadzić analizę treści. Będzie Pani korzystała z prezentacji przygotowanej w Power poincie. Myślę, że pamięta Pani i zna bardzo dobrze to narzędzie. Natomiast ja jeszcze tylko pokażę przykład. Oczywiście ta prezentacja nie będzie tak wyglądać, natomiast będzie pani za chwilę przechodzić przez właściwą prezentację. W każdej chwili może pani wykonać jakiekolwiek notatki, bo jest tutaj możliwość wpisywania. "
MK,,,,"I teraz tak, ten czarny slajd, który pani tutaj widzi, to będzie slajd umówmy się, końcowy, bo na końcu poproszę panią o taką roszadę właśnie w tej prezentacji, żeby pani poukładała te slajdy i każdą informację, którą Pani będzie wydawała się jak najbardziej właściwa i wszystko to, co pani uzna, że jest niepoprawne, czy w ogóle niepotrzebne, czy w jakikolwiek zawadza pani w zrozumieniu czegokolwiek, będzie można przenieść za ten czarny slajd, bo on będzie oznaczał koniec i wszystko, co nie będzie dotyczyło użyteczności można tam przenieść określone slajdy. Będzie można zmieniać oczywiście kolejność także poszczególnych slajdów. Myślę, że tutaj bez żadnego problemu pani sobie poradzi i też zaznaczać na slajdzie, ale może Pani też pisać na tych karteczkach. Dlatego, że też na koniec, będą pytania do poszczególnych wizualizacji. Chcemy po prostu tylko sprawdzić, czy w jakikolwiek sposób one są zrozumiałe. I są możliwe do wykorzystania w jakikolwiek sposób. To będą te pytania, a tutaj jak już pani przeglądnie tą prezentację, to mam pytania związane z całością prezentacji. Tutaj będą przykłady takich rekordów związanych z poszczególnymi grzybami i chciałabym, żeby Pani spróbowała na podstawie tych właśnie informacji, wizualizacji infografik spróbować ocenić, czy jest to grzyb trujący, czy jadalny. Ale to na sam koniec, także spokojnie. Nic nie trzeba się denerwować, czy też niczym nie trzeba się denerwować. Może Pani zrobić przerwę w dowolnej chwili. Tu jest woda, również mam dwie, bo nie wiem która będzie lepsza. Prawdę mówiąc, ja polecę Cechini. Mamy czas, mniej więcej to trwa od 40 minut nawet do 2 godzin, także spokojnie, bo czasem jest tak, że użytkownik musi się zastanowić. To absolutnie zależy też od człowieka, więc proszę się też nie przejmować, że to będzie rozwleczone. Ja też będę czuwać, żeby nam się nie rozciągnęło aż do rana. Natomiast będę starała się zadawać jakieś pytania w momencie, kiedy na przykład będzie bardzo długa cisza, bo będę próbowała panią w jakikolwiek może nie naprowadzać, ale będę starała się podnieść panią na duchu, że tak powiem podczas oglądania tej prezentacji."
MK,__S00__,,,"Dokładnie wszystko co pani widzi, co pani robi z tą prezentacją, będzie Pani mogła komentować. To są zwierzątka Madzi, która tutaj wychodziła. W każdym razie to jest tylko taka przykładowa prezentacja, a ta wizualizacja, z którą pani będzie pracować, to jest ta. Zapraszam na miejsce, a to są poszczególne pytania do prezentacji. Ja oczywiście też będę zadawać te pytania. Nagrywam na dyktafonie, dlatego, że czasem się zdarzają kłopoty. Więc na wszelki wypadek tutaj już włączam właśnie dyktafon.  Załóżmy, że korzysta Pani z aplikacji, która ułatwia odróżnianie grzybów jadalnych od trujących. To są te odpowiedzi, które ta aplikacja podaje użytkownikowi i one są wynikiem przetwarzania przez sztuczną inteligencję. Tak jak mówiłam. I to jest duży zbiór danych o drzewach i zaraz zobaczy pani, oprócz tych informacji wstępnych różne wizualizacje, infografiki i one w odpowiedni sposób wyjaśniają działanie czy sposób działania tego właśnie modelu sztucznej inteligencji. Zatem będę panią prosiła właśnie o interpretację, o komentarz, ocenę użyteczności tych objaśnień. Tak jak mówię, absolutnie nie badamy Pani kompetencji, jedynie użyteczność tych przygotowanych wyjaśnień. Bardzo nam zależy na tym, żeby były one jak najszersze, czyli wszystko, co pani przychodzi do głowy, proszę mówić na głos, bo na tym właśnie polega ta metoda think aloud protocol, to co pani myśli, co pani czuje, jak pani rozumie, czy się pani to podoba, czy się nie podoba, czy jest użyteczne, czy się przydaje w jakikolwiek sposób.  Chcemy zobaczyć, czy te objaśnienia są w jakikolwiek sposób zrozumiałe i użyteczne. Dobrze, tutaj będą te poszczególne pytania, które dotyczą konkretnych już wizualizacji, infografik. Zatem na spokojnie może sobie pani rozpocząć w dowolny sposób od przeglądnięcia w dowolnej kolejności. Może pani przeglądać i proszę o komentarze cały czas."
MK_SSH_07,__S1__,,,"Dobrze. Co prawda w opisówkach nie jestem najlepszy, ale… W takim razie czytam to, co znajduje się na pierwszym slajdzie."
MK_SSH_07,__S2__,,,"No takie typowe wprowadzenie, wiadomo, przechodzę do 2 slajdu."
MK_SSH_07,,,,"Pytania są jak mi się wydaje ważne, ale przypuszczam, że taki zwykły użytkownik nie zwróciłby uwagi na te informacje. Więc myślę, że..."
MK,,,,Dlaczego?
MK_SSH_07,,,,"Dlatego, że ludzie za bardzo się nie zastanawiają, skąd pochodzą dane źródła tak z doświadczenia wiem, jak widzę po znajomych i nie tylko. Zresztą ja pod tym względem jestem akurat, no lubię sprawdzać takie rzeczy, ale wiem, że…"
MK,,,,"Można wejść w ten link, także sama też może Pani sprawdzić. "
